hypothesis_id,word,language,sense_from,sense_to,drift_type,drift_year,proposed_trigger,trigger_date,trigger_category,wikidata_qid,evidence_types,confidence,source_urls,source_titles,attributed_to,date
hyp-suede-sweden,suede,en,"from French 'gants de Suede', gloves of Sweden, made of soft undressed kidskin","soft leather with a napped, velvety surface; undressed kid skin",Metonymization,,Gloves of Sweden (gants de Suede),1884,Commercial,Q34,LexicographicNote,0.85,https://www.etymonline.com/word/suede,Online Etymology Dictionary -- suede,curator,2026-05-23
hyp-surf-www,surf,en,to surf: to ride ocean waves on a surfboard (sporting activity),"to surf (the internet / the web): to browse the World Wide Web, navigating from page to page",Metaphorization,,World Wide Web and Mosaic browser launch,1993,Technology,Q381047,LexicographicNote,0.85,https://www.etymonline.com/word/surf | https://www.oed.com/dictionary/surf_v,"Etymonline - surf (v.) | Oxford English Dictionary - surf, v.",curator,2026-05-23
hyp-surfen-www,surfen,de,to surf: to ride ocean waves on a surfboard (sporting activity),"to surf (the internet): to browse the World Wide Web, navigating from page to page",Metaphorization,,World Wide Web and Mosaic browser launch,1993,Technology,Q381047,LexicographicNote,0.88,https://www.dwds.de/wb/surfen | https://www.duden.de/rechtschreibung/surfen,DWDS - surfen | Duden - surfen,curator,2026-05-23
hyp-sus-amongus,sus,en,informal clipping of 'suspicious' or 'suspect' (chiefly British/police slang),"(internet slang) questionable, dubious, or untrustworthy; arousing suspicion",Broadening,2020,Among Us popularity surge (2020),2020,Cultural,Q96417649,Speculative,0.6,https://www.merriam-webster.com/dictionary/sus | https://en.wikipedia.org/wiki/Among_Us,Merriam-Webster - sus | Among Us - Wikipedia,curator,2026-05-23
hyp-tank-somme,tank,en,a large receptacle or storage container for liquid or gas,"an armoured, tracked military fighting vehicle",Narrowing,,British 'tank' codename and combat debut on the Somme,1916,Technology,Q1284532,LexicographicNote,0.85,https://www.etymonline.com/word/tank,Online Etymology Dictionary -- tank,curator,2026-05-23
hyp-tantalize-tantalus,tantalize,en,"to subject to the punishment of Tantalus, who in Greek myth stood in water and beneath fruit that withdrew whenever he reached for them",to tease or torment by presenting something desirable while keeping it out of reach; to excite a hope that cannot be satisfied,Metaphorization,,Greek myth of Tantalus,1590,Cultural,,LexicographicNote,0.85,https://www.etymonline.com/word/tantalize,Online Etymology Dictionary -- tantalize,curator,2026-05-23
hyp-tempo-de-brand,Tempo,de,the Tempo brand of disposable paper handkerchief,"any disposable paper tissue, regardless of maker (colloquial German)",Broadening,,Tempo paper handkerchief brand registered,1929,Commercial,,LexicographicNote,0.85,https://de.wiktionary.org/wiki/Tempo,Tempo -- Wiktionary,curator,2026-05-23
hyp-terrific-hyperbole,terrific,en,"causing terror; frightful, dreadful; provoking fear (from Latin terrificus, terrere 'to frighten')","excellent, wonderful, splendid; remarkably good; (also) very great in degree",Amelioration,,Hyperbolic bleaching of a fear word into praise,1888,Cultural,,LexicographicNote,0.65,https://www.etymonline.com/word/terrific,Etymonline - terrific (adj.),curator,2026-05-23
hyp-tesla-electromagnetism,tesla,en,the surname of the Serbian-American engineer and inventor Nikola Tesla,"the SI unit of magnetic flux density, equal to one weber per square metre",Metonymization,,Tesla's work on electromagnetism and alternating current,1888,Technology,Q9036,LexicographicNote,0.9,https://www.etymonline.com/word/tesla,tesla -- Online Etymology Dictionary,curator,2026-05-23
hyp-thermos-brand,thermos,en,the Thermos brand of vacuum flask for keeping liquids hot or cold,"any vacuum flask, regardless of maker",Broadening,,Thermos brand vacuum flask launched,1904,Commercial,,LexicographicNote,0.85,https://en.wiktionary.org/wiki/thermos,thermos -- Wiktionary,curator,2026-05-23
hyp-tierc-atomkraft-1986,Atomkraft,de,"Earlier usage cluster of 'Atomkraft' (before 1986); auto-detected, not glossed.","Later usage cluster of 'Atomkraft' (from 1986); auto-detected, not glossed.",Broadening,1986,Chernobyl nuclear disaster April 1986,1986,Environmental,,FrequencyCorrelation,0.5,https://books.google.com/ngrams,Google Books Ngrams German (de-2019),curator-tierc,2026-05-23
hyp-tierc-basisdemokratie-1983,Basisdemokratie,de,"Earlier usage cluster of 'Basisdemokratie' (before 1983); auto-detected, not glossed.","Later usage cluster of 'Basisdemokratie' (from 1983); auto-detected, not glossed.",Broadening,1983,German Green Party founding and grassroots activism,1980,Social,,LexicographicNote,0.6,https://www.duden.de/rechtschreibung/Basisdemokratie,German Green Party founding and grassroots activism (source),curator-tierc,2026-05-23
hyp-tierc-drohne-2014,Drohne,de,"Earlier usage cluster of 'Drohne' (before 2014); auto-detected, not glossed.","Later usage cluster of 'Drohne' (from 2014); auto-detected, not glossed.",Broadening,2014,Emergence of consumer quadcopter drones,2012,Social,,LexicographicNote,0.6,https://www.duden.de/rechtschreibung/Drohne,Emergence of consumer quadcopter drones (source),curator-tierc,2026-05-23
hyp-tierc-hacker-1989,Hacker,de,"Earlier usage cluster of 'Hacker' (before 1989); auto-detected, not glossed.","Later usage cluster of 'Hacker' (from 1989); auto-detected, not glossed.",Broadening,1989,Fall of Berlin Wall and Cold War cyberattacks,1989,Political,,FrequencyCorrelation,0.5,https://books.google.com/ngrams,Google Books Ngrams German (de-2019),curator-tierc,2026-05-23
hyp-tierc-klimagerechtigkeit-2019,Klimagerechtigkeit,de,"Earlier usage cluster of 'Klimagerechtigkeit' (before 2019); auto-detected, not glossed.","Later usage cluster of 'Klimagerechtigkeit' (from 2019); auto-detected, not glossed.",Broadening,2019,Greta Thunberg climate activism and FridaysForFuture,2018,Environmental,,FrequencyCorrelation,0.6,https://books.google.com/ngrams,Google Books Ngrams German (de-2019),curator-tierc,2026-05-23
hyp-tierc-leitkultur-2001,Leitkultur,de,"Earlier usage cluster of 'Leitkultur' (before 2001); auto-detected, not glossed.","Later usage cluster of 'Leitkultur' (from 2001); auto-detected, not glossed.",Broadening,2001,German immigration and integration debate,2000,Political,,LexicographicNote,0.6,https://www.duden.de/rechtschreibung/Leitkultur,German immigration and integration debate (source),curator-tierc,2026-05-23
hyp-tierc-plattform-2007,Plattform,de,"Earlier usage cluster of 'Plattform' (before 2007); auto-detected, not glossed.","Later usage cluster of 'Plattform' (from 2007); auto-detected, not glossed.",Broadening,2007,Social media and digital platform emergence,2004,Technological,,FrequencyCorrelation,0.6,https://books.google.com/ngrams,Google Books Ngrams German (de-2019),curator-tierc,2026-05-23
hyp-tierc-shitstorm-2017,Shitstorm,de,"Earlier usage cluster of 'Shitstorm' (before 2017); auto-detected, not glossed.","Later usage cluster of 'Shitstorm' (from 2017); auto-detected, not glossed.",Broadening,2017,Established as mainstream German internet discourse term,2011,Technological,,LexicographicNote,0.6,https://www.duden.de/rechtschreibung/Shitstorm,Established as mainstream German internet discourse term (source),curator-tierc,2026-05-23
hyp-tierc-virus-1968,Virus,de,"Earlier usage cluster of 'Virus' (before 1968); auto-detected, not glossed.","Later usage cluster of 'Virus' (from 1968); auto-detected, not glossed.",Broadening,1968,Computer virus concept introduction and adoption,1972,Social,,FrequencyCorrelation,0.5,https://books.google.com/ngrams,Google Books Ngrams German (de-2019),curator-tierc,2026-05-23
hyp-toll-youth,toll,de,"mad, reckless, rabid; out of one's mind; wild and uncontrolled","great, fantastic, wonderful, impressive (colloquial positive)",Amelioration,,Post-war West German youth culture and rock music,1960,Cultural,,Speculative,0.55,https://www.dwds.de/wb/toll,DWDS -- toll,curator,2026-05-23
hyp-troll-de-usenet,Troll,de,a troll: a mythological being of Scandinavian folklore,an internet troll: a person who posts deliberately provocative messages online,Metaphorization,,Usenet 'trolling for newbies' coinage (early 1990s),1992,Technology,,LexicographicNote; Speculative,0.78,https://www.dwds.de/wb/Troll | https://de.wikipedia.org/wiki/Troll_(Netzkultur),DWDS - Troll | Troll (Netzkultur) - Wikipedia,curator,2026-05-23
hyp-troll-usenet,troll,en,to fish by trailing a baited line; also the folkloric cave-dwelling monster of Norse origin,"a person who posts deliberately provocative, inflammatory, or off-topic messages online to upset others or derail discussion",Metaphorization,1992,Usenet 'trolling for newbies' coinage (early 1990s),1992,Technology,,LexicographicNote,0.8,https://www.etymonline.com/word/troll | https://www.oed.com/dictionary/troll_n,"Etymonline - troll (n.2) | Oxford English Dictionary - troll, n.",curator,2026-05-23
hyp-trommelfeuer-wwi,Trommelfeuer,de,"sustained, very rapid artillery fire so dense the impacts merge into a drumming roar","a relentless, overwhelming barrage of words, questions, accusations, or criticism",Metaphorization,,"First World War material battles, Verdun and the Somme 1916",1916,Political,Q361,LexicographicNote,0.7,https://www.dwds.de/wb/Trommelfeuer,DWDS -- Trommelfeuer,curator,2026-05-23
hyp-turkey-trade,turkey,en,"guinea fowl imported into Europe through Turkish (Ottoman) territory, originally called turkey-cock or turkey-hen","the large North American gallinaceous bird, Meleagris gallopavo, raised for food",Metonymization,,Confusion of guinea fowl with the American bird,1555,Commercial,,LexicographicNote,0.8,https://www.etymonline.com/word/turkey,Online Etymology Dictionary -- turkey,curator,2026-05-23
hyp-tuxedo-park,tuxedo,en,"Tuxedo Park, the wealthy resort in New York state where the dinner jacket was first worn",a man's semiformal evening jacket; by extension the full dinner-dress outfit,Metonymization,,Dinner jacket worn at Tuxedo Park,1886,Cultural,Q3273900,LexicographicNote,0.85,https://www.etymonline.com/word/tuxedo,Online Etymology Dictionary -- tuxedo,curator,2026-05-23
hyp-tweet-twitter,tweet,en,"a short, high-pitched sound made by a small bird; to make such a sound",a post or message published on the Twitter / X social media platform; to post such a message,Metaphorization; Metonymization,2007,Launch of Twitter social media platform (2006),2006,Technology,Q918,LexicographicNote; Speculative,0.92,https://www.etymonline.com/word/tweet | https://en.wikipedia.org/wiki/Tweet_(Twitter),"Etymonline - tweet (n., v.) | Tweet (Twitter) - Wikipedia",curator,2026-05-23
hyp-uhu-de-brand,Uhu,de,August Fischer's brand of clear synthetic-resin adhesive,"loosely, any clear tube glue (colloquial German)",Broadening,,Fischer markets Uhu adhesive,1932,Commercial,Q63281550,LexicographicNote,0.7,https://de.wiktionary.org/wiki/Uhu,Uhu -- Wiktionary,curator,2026-05-23
hyp-unfriend-facebook,unfriend,en,"(archaic, rare) to make unfriendly or estrange; as a noun, an enemy",to remove someone from one's list of friends or contacts on a social-networking site,Narrowing,2008,Facebook 'friend' / 'unfriend' interface (mid-2000s),2008,Technology,Q355,LexicographicNote,0.85,https://blog.oup.com/2009/11/unfriend/?onwardjourney=584162_v1,Oxford University Press blog - 2009 Word of the Year: unfriend,curator,2026-05-23
hyp-vandalismus-gregoire,Vandalismus,de,"of or relating to the Vandals, a Germanic people of late antiquity who sacked Rome in 455","wilful or malicious destruction or defacement of property, art, or public works",Pejoration,,Henri Gregoire coins 'vandalisme' during the French Revolution,1794,Political,Q561218,ScholarlyAttestation,0.85,https://en.wikipedia.org/wiki/Vandalism,Vandalism -- Wikipedia,curator,2026-05-23
hyp-viral-web,viral,en,"of, relating to, or caused by a virus; virology adjective","spreading rapidly and widely through the internet or social networks, like a virus",Metaphorization,,rise of the World Wide Web and email forwarding culture,1999,Technology,,LexicographicNote,0.9,https://www.etymonline.com/word/viral | https://www.oed.com/dictionary/viral_adj,"Etymonline - viral (adj.) | Oxford English Dictionary - viral, adj.",curator,2026-05-23
hyp-virus-computer,virus,en,"an infectious agent that replicates inside living cells; figuratively, a harmful influence",computer virus: a self-replicating malicious program that attaches itself to files or programs and spreads between computers,Metaphorization,,naming of the computer virus and early PC infections,1984,Technology,Q14001,LexicographicNote,0.88,https://www.etymonline.com/word/virus | https://www.oed.com/dictionary/virus_n,"Etymonline - virus (n.) (computer sense attested by 1972; mainstreamed via Cohen 1983-84 and the Brain virus 1986) | Oxford English Dictionary - virus, n.",curator,2026-05-23
hyp-virus-de-computer,Virus,de,an infectious biological agent that replicates inside living cells,computer virus: a self-replicating malicious program that spreads between computers,Metaphorization,,naming of the computer virus and early PC infections,1984,Technology,Q14001,LexicographicNote,0.85,https://www.dwds.de/wb/Virus | https://www.duden.de/rechtschreibung/Virus,DWDS - Virus | Duden - Virus,curator,2026-05-23
hyp-volt-pile,volt,en,the surname of the Italian physicist Alessandro Volta,the SI unit of electric potential difference and electromotive force; an everyday word for electrical 'pressure',Metonymization,,Volta invents the voltaic pile,1800,Technology,Q680,LexicographicNote,0.9,https://www.etymonline.com/word/volt,volt -- Online Etymology Dictionary,curator,2026-05-23
hyp-wahnsinn-ausruf,Wahnsinn,de,"madness, insanity; a serious mental derangement","(colloquial exclamation) amazing, incredible, fantastic; an expression of admiration or astonishment",Amelioration,,Umgangssprachliche Aufwertung eines Negativworts zum Ausruf,1960,Cultural,,Speculative,0.55,https://www.dwds.de/wb/Wahnsinn,DWDS -- Wahnsinn,curator,2026-05-23
hyp-watt-engine,watt,en,the surname of the Scottish engineer James Watt,the SI unit of power; an everyday word for the power rating of a device such as a bulb or appliance,Metonymization,,Watt's improved steam engine,1776,Technology,Q9041,LexicographicNote,0.9,https://www.etymonline.com/word/watt,watt -- Online Etymology Dictionary,curator,2026-05-23
